name,alias,type,id,notes
covenant of artorias,,ring,533,Allows traversal of the Abyss.
orange charred ring,,ring,534,"Reduces lava damage, related to centipede demon."
lingering dragoncrest ring,,ring,535,Boosts duration of sorceries.
ring of the evil eye,,ring,536,Absorbs HP from fallen enemies.
ring of favor and protection,,ring,537,"Boosts HP, stamina, equip load, breaks if removed."
leo ring,,ring,538,"Ring of Ornstein, boosts thrust counterattacks."
east wood grain ring,,ring,539,"Slows weapon durability loss, good for Eastern swords."
wolf ring,,ring,540,"Ring of Artorias, boosts poise."
blue tearstone ring,,ring,541,Boosts defense when in danger.
ring of the sun's firstborn,,ring,542,"Boosts miracle strength, belonged to Gwyn's firstborn."
darkmoon seance ring,,ring,543,"Ring of Gwyndolin, grants extra magic slots."
calamity ring,,ring,544,"Doubles damage taken, linked to Kalameet."
soul arrow,,sorcery,545,"Basic sorcery that fires a soul arrow, effective against tough enemies."
great soul arrow,,sorcery,546,"Stronger version of Soul Arrow, marks becoming a sorcerer."
heavy soul arrow,,sorcery,547,Powerful but slow soul arrow sorcery.
great heavy soul arrow,,sorcery,548,"Stronger version of Heavy Soul Arrow, adored by some."
homing soulmass,,sorcery,549,"Logan's sorcery, fires homing magical projectiles."
homing crystal soulmass,,spell,550,Advanced soul sorcery from Logan's studies in the Regal Archives. Fires crystal-enhanced homing soul masses.
soul spear,,spell,551,"Legendary sorcery by Big Hat Logan, fires a piercing soul spear with power rivaling Gwyn’s lightning."
crystal soul spear,,spell,552,"Regal Archive-enhanced soul spear using crystal magic, extremely powerful and piercing."
magic weapon,,spell,553,Basic sorcery used to enchant the right-hand weapon with magic.
great magic weapon,,spell,554,"Stronger version of Magic Weapon, used by Vinheim magic swordsmen."
crystal magic weapon,,spell,555,Weapon enchantment with crystal soul energy from Logan’s research.
magic shield,,spell,556,Enchants left-hand shield to resist magic and gain stability.
strong magic shield,,spell,557,Improved shield enchantment for greatshields used in Vinheim.
hidden weapon,,spell,558,Oolacile sorcery that turns the right-hand weapon invisible.
hidden body,,spell,559,Oolacile light-control spell to make caster nearly invisible.
cast light,,spell,560,"Creates a bright light around the caster, ancient Oolacile spell."
hush,,spell,561,"Silences all sound from caster, made by a stealth sorcerer in Vinheim."
aural decoy,,spell,562,"Creates a sound at a distance to distract enemies, favored by trickster mages."
repair,,spell,563,Oolacile sorcery that restores durability of weapons and armor.
fall control,,spell,564,Vinheim stealth sorcery reducing fall damage and sound.
chameleon,,spell,565,Turns the caster into an environmental object for stealth.
resist curse,,spell,566,New Londo sorcery from Ingward that uses humanity to lift curses.
remedy,,spell,567,Cleanses poison and bleed build-up. Linked to Yulva of New Londo.
white dragon breath,,spell,568,"Crystal breath emulation of Seath, developed by Logan."
dark orb,,spell,569,A sorcery projectile discovered by an Oolacile sorcerer at the edge of madness. Distinct from regular soul sorcery due to its weight and physical damage.; Abyss sorcery that fires a weighty orb with physical impact.
dark bead,,spell,570,Fires multiple Dark Orbs at once; Abyss-born sorcery.
dark fog,,spell,571,Creates poisonous fog. Abyss sorcery reflecting human cruelty.
pursuers,,spell,572,"Abyss sorcery from Manus, fires dark homing spirits driven by emotion."
fireball,,pyromancy,573,Basic Great Swamp pyromancy. Throws a flame projectile.
fire orb,,pyromancy,574,Improved version of Fireball with splash fire damage.
great fireball,,pyromancy,575,Large fireball pyromancy attributed to Salaman.
firestorm,,pyromancy,576,Quelana’s primal pyromancy. Summons fiery pillars.
fire tempest,,pyromancy,577,Stronger version of Firestorm. Mimics Chaos flame from Izalith.
fire surge,,pyromancy,578,Outsider spell producing a continuous jet of flame.
fire whip,,pyromancy,579,Primal pyromancy creating sweeping fire attacks.
combustion,,pyromancy,580,Elementary fire spell creating a close-range blast.
great combustion,,pyromancy,581,Stronger version of Combustion with wider flame.
poison mist,,pyromancy,582,"Toxic cloud pyromancy from Eingyi, heretical in the Great Swamp."
toxic mist,,pyromancy,583,Advanced and stronger poison mist pyromancy by Eingyi.
acid surge,,pyromancy,584,Outsider spell that releases acid to damage gear.
iron flesh,,pyromancy,585,"Hardens the body with fire magic, limiting movement."
flash sweat,,pyromancy,586,Protects from fire by inducing extreme sweating.
undead rapport,,pyromancy,587,"Controls weak Undead, turning them temporarily into allies."
power within,,pyromancy,588,Increases power at the cost of health. Forbidden by Carmina.
great chaos fireball,,pyromancy,589,Massive fireball producing lava; born of the Flame of Chaos.
chaos storm,,pyromancy,590,Pyromancy linked to the Flame of Chaos. Created by the Witch of Izalith. Related to chaos magic.
chaos fire whip,,pyromancy,591,Pyromancy of the Flame of Chaos. Used by the eldest Daughter of Chaos.
black flame,,pyromancy,592,Discovered in Oolacile. Pyromancy affected by the Abyss. Deals physical damage.
heal,,miracle,593,Basic miracle. Restores HP. Linked to tales of the Gods.
great heal,,miracle,594,Advanced miracle. Restores more HP than Heal. Learned by select clerics.
great heal excerpt,,miracle,595,Abbreviated version of Great Heal. Fewer casts.
soothing sunlight,,miracle,596,Miracle of Gwynevere's maidens. AoE healing.
replenishment,,miracle,597,Gradual HP regen. Used by cleric knights.
bountiful sunlight,,miracle,598,Gradual AoE HP regen. Miracle of Gwynevere.
gravelord sword dance,,miracle,599,Miracle of Gravelord Nito. Tied to the Eye of Death.
gravelord greatsword dance,,miracle,600,Stronger version of Nito’s miracle. Requires Eyes of Death.
homeward,,miracle,601,Teleports to last bonfire. Replacement for a homeland for Undead.
force,,miracle,602,Shockwave miracle. Non-damaging. Used for crowd control.
wrath of the gods,,miracle,603,Damaging version of Force. Ancient miracle.
emit force,,miracle,604,Outland version of Force. Creates shockwave orb.
seek guidance,,miracle,605,Displays more online messages. Aids Undead communication.
lightning spear,,miracle,606,Miracle of Warrior of Sunlight. Deals lightning damage. Effective vs dragons.
great lightning spear,,miracle,607,Stronger lightning miracle. Inherited from Gwyn’s firstborn.
sunlight spear,,miracle,608,Born from Gwyn’s soul. Ultimate lightning miracle.
magic barrier,,miracle,609,Miracle of Havel. Strong anti-magic coating.
great magic barrier,,miracle,610,Advanced miracle of Havel. Counters Seath’s magic.
karmic justice,,miracle,611,Miracle of Velka. Counters heavy damage. Tied to sin.
tranquil walk of peace,,miracle,612,Outland miracle. Slows movement. Used for escape.
vow of silence,,miracle,613,Velka’s secret rite. Prevents spellcasting.
sunlight blade,,miracle,614,Buff miracle from Gwyn’s firstborn. Imbues lightning.
darkmoon blade,,miracle,615,Knights who follow the Dark Sun Gwyndolin; use the Darkmoon Talisman; Buff miracle from Gwyndolin. Tied to the Darkmoon covenant.
white sign soapstone,,online,616,Summoning item. Allows co-op in other worlds.
red sign soapstone,,online,617,Summoning item for honorable PvP.
red eye orb,,online,618,Darkwraith invasion tool. Permanent item.
black separation crystal,,online,619,Removes phantoms. Ends session.
orange guidance soapstone,,online,620,Leaves messages. Used for tips or deception.
book of the guilty,,online,621,Velka’s ledger. Lists players who sinned.
eye of death,,online,622,Used by Gravelords. Spreads curse across worlds.
cracked red eye orb,,online,623,Temporary invasion item. Used by non-covenant invaders.
servant roster,,online,624,Tracks members of Daughters of Chaos. Kept by Eingyi.
blue eye orb,,online,625,Used by Blades of the Darkmoon. Targets sinners.
dragon eye,,online,626,Used by Dragon Covenant. Invades to duel for scales.
black eye orb,,online,627,Used for justice vs Fire Keeper killers. Reacts in Anor Londo.
darksign,,tool,628,"A mark branding the Undead, binding them to the cycle of death and resurrection.; Curse mark of Undead. Respawn tool with penalty."
purple coward's crystal,,online,629,Quits PvP arena. Dishonorable exit.
estus flask,,consumable,630,Linked to Fire Keepers; primary healing item; lore mentions 'Keeper's soul' and her protective role.
silver pendant,,key item,631,Presented to Artorias by Anor Londo; deflects Abyssal dark magic.
elizabeth's mushroom,,consumable,632,"Restores HP over time; linked to Elizabeth, sanctuary keeper."
divine blessing,,consumable,633,Holy water from Gwynevere; full heal and status cure.
green blossom,,consumable,634,Boosts stamina recovery speed; annual plant found near water.
bloodred moss clump,,consumable,635,Reduces bleeding buildup; useful against sharp damage.
purple moss clump,,consumable,636,Reduces and cures poison; essential in toxic zones.
blooming purple moss clump,,consumable,637,Reduces poison and toxin; only moss with flower can cure toxin.
purging stone,,consumable,638,Breaks curse; absorbs curse instead of dispelling; stone was once a being.
egg vermifuge,,consumable,639,Removes egg parasite; related to followers of the Flame of Chaos.
repair powder,,consumable,640,Repairs equipped right-hand weapon; avoids need for Repairbox.
throwing knife,,throwable,641,"Basic ranged weapon for Undead; short range, quick."
poison throwing knife,,throwable,642,Applies poison on hit; damages over time.
firebomb,,throwable,643,Explodes with fire damage; good against early enemies.
dung pie,,throwable,644,Inflicts toxin on enemies but builds user's toxicity.
alluring skull,,throwable,645,Lures certain enemies with souls; effective on Hollows.
lloyd's talisman,,throwable,646,Blocks Estus use in area; used by cleric knights.
black firebomb,,throwable,647,Stronger firebomb variant; especially destructive.
charcoal pine resin,,buff item,648,Applies fire to weapon; strong vs Undead.
gold pine resin,,buff item,649,Applies lightning to weapon; effective against dragons.
transient curse,,consumable,650,Allows user to hit ghosts; made from cursed limb.
rotten pine resin,,buff item,651,Applies poison to weapon; poisons over time.
homeward bone,,consumable,652,Returns user to last bonfire; bones are enchanted by Undead longing.
prism stone,,tool,653,Path marker; used to test lethal falls.
binoculars,,tool,654,Zoom tool; made in Astora by famous craftsman.
indictment,,online item,655,Reports invader to Blades of the Darkmoon.
souvenir of reprisal,,online item,656,Trophy from guilty; used by Blades of the Darkmoon.
sunlight medal,,online item,657,Awarded for co-op with Warrior of Sunlight; tied to Gwyn’s firstborn.
pendant,,gift item,658,Has no mechanical use; represents memories.
dragon head stone,,transformation item,659,Gives user dragon head and breath; tied to Dragon apostles.
dragon torso stone,,transformation item,660,Gives user dragon torso and roar; irreversible until death.
rubbish,,junk,661,Has no value; possibly a joke or hidden use.
copper coin,,currency,662,Old Man McLoyf depicted; carried by those dreaming of outside world.
silver coin,,currency,663,Knight King Rendal depicted; similar use to copper coin.
gold coin,,currency,664,Allfather Lloyd depicted; same symbolic use.
peculiar doll,,key item,665,Related to Painted World; used by rejected being.
dried finger,,online item,666,Allows summoning of third phantom; increases PvP invasion.
fire keeper soul,,soul,667,Ash Maiden’s soul; used to reinforce Estus.; Darkmoon Knightess’s soul; tied to Anor Londo.; Daughter of Chaos’s soul; associated with humanity and Chaos.; Used to reinforce Estus Flasks. Linked to Fire Keepers and bonfires. Draws humanity.
fire keeper soul,,upgrade item,668,Darkmoon Knightess's soul; tied to Anor Londo.
fire keeper soul,,upgrade item,669,Daughter of Chaos's soul; associated with humanity and Chaos.
fire keeper soul,,upgrade item,670,Used to reinforce Estus Flasks. Linked to Fire Keepers and bonfires. Draws humanity.
soul of a lost undead,,soul,671,Basic consumable soul item. Common among Hollows.
large soul of a lost undead,,soul,672,Larger variant of the basic Undead soul.
soul of a nameless soldier,,soul,673,Represents a Hollowed soldier. Slightly stronger than basic Undead.
large soul of a nameless soldier,,soul,674,Larger variant of the nameless soldier soul.
soul of a proud knight,,soul,675,Represents a once-proud knight. Grants a good amount of souls.
large soul of a proud knight,,soul,676,Larger variant. More powerful than previous souls.
soul of a brave warrior,,soul,677,High-value soul of a once-brave warrior.
large soul of a brave warrior,,soul,678,Larger variant of the brave warrior soul.
soul of a hero,,soul,679,Very high-value soul. Belonged to a legendary hero.
soul of a great hero,,soul,680,Top-tier soul. Extremely rare and valuable.
humanity,,consumable,681,A mysterious substance tied to the Dark; enhances some weapons' power.; Used to restore HP and gain Humanity. Mysterious black sprite. Crucial lore element.
twin humanities,,consumable,682,Grants two Humanity. Rare drop. Lore emphasizes human duality.
hello carving,,tool,683,Carving made by Gough. Emits 'Hello'. Used for communication.
thank you carving,,tool,684,Carving made by Gough. Emits 'Thank you'. Expression of gratitude.
very good! carving,,tool,685,Carving made by Gough. Emits 'Very good!'. Expression of approval.
i'm sorry carving,,tool,686,Carving made by Gough. Emits apology. Used to express regret.
help me! carving,,tool,687,Carving made by Gough. Emits plea. Desperate communication.
soul of quelaag,,soul_boss,688,Boss soul. Daughter of the Witch of Izalith. Can create Chaos weapon.
soul of sif,,soul_boss,689,Boss soul. Sif guards Artorias's grave. Divine knightsword inheritance.
"soul of gwyn, lord of cinder",soul of gwyn,soul_boss,690,Final boss soul. Linked the First Flame. Extremely powerful.
core of an iron golem,soul of iron golem,soul_boss,691,Soul of Sen's Fortress boss. Originates from everlasting dragon.
soul of ornstein,,soul_boss,692,Boss soul. One of Gwyn’s Four Knights. Used for unique weapon.
soul of the moonlight butterfly,,soul_boss,693,Boss soul. Created by Seath. Linked to sorcery.
soul of smough,,soul_boss,694,Boss soul. Executioner of Anor Londo. Gleeful demeanor.
soul of priscilla,,soul_boss,695,Boss soul. Crossbreed in the Painted World. Has life-antithesis theme.
soul of gwyndolin,,soul_boss,696,Boss soul. Lastborn of Gwyn. Associated with Darkmoon covenant.
guardian soul,,soul_boss,697,Soul of Sanctuary Guardian. Winged lion-like demon.
soul of artorias,,soul_boss,698,Boss soul. Artorias was consumed by the Abyss. Honor preserved by player.
soul of manus,,soul_boss,699,Abyss origin soul. Manus was once human. Seeks broken pendant.
large ember,,ember,700,Ascends +5 standard to +10 or Raw. Handled by Astora blacksmiths.
very large ember,,ember,701,Ascends +10 to +15. Highest standard upgrade.
crystal ember,,ember,702,Creates crystal weapons. Unrepairable. Linked to Seath.
large magic ember,,ember,703,For magic upgrades to +10. Used by Vinheim blacksmiths.
enchanted ember,,ember,704,Used for enchanted weapons. Originated from Oolacile.
divine ember,,ember,705,Used for divine weapons. Effective against undead.
large divine ember,,ember,706,Upgrades divine weapons to +10. Secret church rite.
dark ember,,ember,707,Creates occult weapons. Effective against gods and kin.
large flame ember,,ember,708,Used for fire weapons to +10. Ancient origin.
chaos flame ember,,ember,709,Used for chaos weapons. Boosted by Humanity. Linked to Izalith.
titanite shard,,upgrade_material,710,Used to reinforce standard weapons to +5. Fragment of the Legendary Slabs.
large titanite shard,,upgrade_material,711,Used to reinforce standard weapons to +10 and raw weapons to +5.
green titanite shard,,upgrade_material,712,"Used to reinforce magic, divine, and fire weapons to +5."
titanite chunk,,upgrade_material,713,"Used to reinforce standard weapons to +14, and crystal or lightning weapons to +4."
blue titanite chunk,,upgrade_material,714,"Used to reinforce magic weapons to +9, and enchanted weapons to +4."
white titanite chunk,,upgrade_material,715,"Used to reinforce divine weapons to +9, and occult weapons to +4."
red titanite chunk,,upgrade_material,716,"Used to reinforce fire weapons to +9, and chaos weapons to +4."
titanite slab,,upgrade_material,717,"Reinforces standard weapons to +15, crystal or lightning weapons to +5. Domain of the Gods."
blue titanite slab,,upgrade_material,718,"Reinforces magic weapons to +10, enchanted weapons to +5."
white titanite slab,,upgrade_material,719,"Reinforces divine weapons to +10, occult weapons to +5."
red titanite slab,,upgrade_material,720,"Reinforces fire weapons to +10, chaos weapons to +5."
dragon scale,,upgrade_material,721,Peeled from an ancient dragon; used to reinforce dragon weapons.; Reinforces dragon weapons. Peeled from an ancient dragon.
demon titanite,,upgrade_material,722,Used to reinforce special weapons. Stolen from Titanite Demon.
twinkling titanite,,upgrade_material,723,Used to reinforce weapons that cannot be reinforced normally to +5.
basement key,,key,724,Opens the passage to Lower Undead Burg.
crest of artorias,,key,725,Opens sealed door to Sir Artorias's grave in Darkroot Garden.
cage key,,key,726,Opens hanging cage in Sen's Fortress.
archive tower cell key,,key,727,Opens cell in the Duke's Archive Tower basement.
archive tower giant door key,,key,728,Opens giant door at top of Archive Tower.
archive tower giant cell key,,key,729,Opens giant cell in Duke's Archive Tower basement.
blighttown key,,key,730,Grants access to Blighttown from the Depths.
key to new londo ruins,,key,731,Opens gate to New Londo from Drake Valley.
annex key,,key,732,Opens annex in Painted World of Ariamis.
dungeon cell key,,key,733,Opens cell in Undead Asylum.
big pilgrim's key,,key,734,Opens inner door of the Undead Asylum.
undead asylum f2 east key,,key,735,Opens east bars on 2F of Undead Asylum.
key to the seal,,key,736,"Opens New Londo floodgates, sealing away the Four Kings."
key to depths,,key,737,Opens door from Lower Undead Burg to Depths.
undead asylum f2 west key,,key,738,Opens west bars on 2F of Undead Asylum.
mystery key,,key,739,"Key of unknown purpose resembling a prison key.; Unknown purpose, fits basic prison cells."
sewer chamber key,,key,740,Opens chamber in Depths sewer.
watchtower basement key,,key,741,Opens watchtower basement in Undead Burg.
archive prison extra key,,key,742,Spare key for Archive Tower cells.
residence key,,key,743,Opens residences in Undead Burg.
crest key,,key,744,Bent crest key with magical seal.
master key,,key,745,Universal key for basic locks. Tool for thieves.
lord soul,,key_item,746,"Soul of Gravelord Nito, first of the dead. Satiates the Lordvessel.; Soul of the Bed of Chaos, mother of demons. Satiates the Lordvessel."
lord soul,,key_item,747,"Soul of the Bed of Chaos, mother of demons. Satiates the Lordvessel."
bequeathed lord soul shard,,key_item,748,Fragment of Lord Soul given to Four Kings. Satiates the Lordvessel.; Fragment of Lord Soul granted to Seath. Satiates the Lordvessel.
bequeathed lord soul shard,,key_item,749,Fragment of Lord Soul granted to Seath. Satiates the Lordvessel.
lordvessel,,key item,750,A sacred vessel retrieved by the player that must be placed on the Firelink altar to continue their fate.; A powerful relic said to be Gwyn's heirloom. Required to access the areas of the Lords and to progress the questlines of both Kaathe and Frampt.; Grants the ability to warp between bonfires. Used to access the Kiln by placing it on the Firelink Altar and filling it with Lord Souls.
broken pendant,,key item,751,Object eternally sought by Manus.; A fragment of a magical pendant linked to Oolacile. Imbued with ancient power that modern humans cannot comprehend.
weapon smithbox,,tool,752,Allows weapon reinforcement at bonfires using titanite. Essential for upgrading gear without visiting a blacksmith.
armor smithbox,,tool,753,Allows armor reinforcement at bonfires using titanite. Facilitates remote gear improvement.
repairbox,,tool,754,Enables equipment repairs at bonfires. Uses repair powder and allows maintenance of gear without blacksmith access.
rite of kindling,,key item,755,A clerical rite allowing bonfires to grant additional Estus. Reveals humanity’s newfound role among the Undead.
bottomless box,,tool,756,A storage container with unlimited capacity. Enables item management while resting at bonfires.
aside,,character,757,
marvellous chester,chester,character,758,"A mysterious man lost in the past, associated with the 'Snickering Top Hat' and Chester's equipment set.; A time-displaced, well-dressed traveler found in the past of Oolacile."
lord's blade ciaran,ciaran,character,759,"One of Lord Gwyn's Four Knights. Uses the Gold and Dark Silver Tracers in a mesmerizing fighting style.; One of Gwyn's Four Knights. A deadly assassin known for agility, darkness, and a ceremonial porcelain mask.; One of Gwyn’s Four Knights. Owner of the Hornet Ring. Known for deadly critical attacks.; Pays respects to a dear friend; linked to Knight Artorias by emotional connection."
crestfallen,,character,760,
darkmoon knightess,darkmoon,character,761,"Fire Keeper of Anor Londo. Became a Blade of the Darkmoon after visiting Gwyndolin. Hunts the guilty.; Her brass armor hides her body; serves as the Fire Keeper in Anor Londo.; Keeper of the bonfire in Anor Londo, gatekeeper and guide for the Chosen Undead."
domhnall of zena,domhnall,character,762,"Merchant from the land of Zena. Associated with unique armor sets symbolizing virtues.; A trader who adores trinkets and oddities, originally from Zena. Offers tips and unique items."
eingyi,,character,763,A heretical pyromancer who became an egg-bearing Undead and serves a deformed young girl.; Keeper of the Servant Roster and servant of a Daughter of Chaos.
elizabeth,,character,764,"Associated with the healing mushroom and sanctuary.; Mentioned by Dusk as someone she trusts, though Elizabeth refuses to speak about the Abyssal creature.; Self-described as the guardian of the sanctuary and associated with Oolacile’s sorceries."
fortress knight,,character,765,
kingseeker frampt,frampt,character,766,Primordial serpent and close friend of Lord Gwyn. Guides the Chosen Undead toward their fate of linking the Fire and succeeding Gwyn.; Another primordial serpent who opposes Kaathe’s view. Loyal to Gwyn and supports prolonging the Age of Fire.
giantsmith,,character,767,
hawkeye gough,gough,character,768,"One of Gwyn's Four Knights; leader of the Dragonslayers; wielder of Dragonslayer Greatbow; One of Lord Gwyn's Four Knights. Known for crafting and using massive dragon-hunting arrows and greatbows.; One of Gwyn's Four Knights. A giant knight and dragonslayer who wore a sealed helm due to prejudice against his size.; One of Gwyn’s Four Knights. Led the Greatarchers. Associated with the Hawk Ring and long-range archery.; Carves archtree heads in imprisonment, imbuing them with emotion.; Retired and blind giant archer, once a friend to Artorias. Honors the player for restoring Artorias' dignity."
griggs of vinheim,griggs,character,769,A sorcerer from Vinheim; rescued by the player and offers sorcery instruction.
gwynevere,,character,770,"Daughter of Lord Gwyn. Grants covenant ring. Became wife to Flame God Flann.; Princess of the Sun, cherished by all, and source of powerful healing miracles such as Soothing Sunlight and Bountiful Sunlight. Her maidens receive special blessings through her miracles.; Daughter of Gwyn, represents bounty and fertility.; Daughter of Lord Gwyn, she grants the Lordvessel to the Chosen Undead and offers guidance."
ingward,,character,771,"Guardian of the seal and one of the Sealers of New Londo, known for his sorcery Resist Curse that sacrifices humanity to cleanse curses."
darkstalker kaathe,kaathe,character,772,"Associated with the Darkwraiths and Red Eye Orbs.; Associated with the Darkwraiths and the Red Eye Orb. Urges Undead to seek humanity and plunge deeper into the Dark.; teaches the art of absorbing humanity.; Primordial serpent who incites the Darkwraiths; Primordial serpent who offers truth to the player, counterpart to Frampt.; A primordial serpent who advocates for the Age of Dark. Claims to seek the true Dark Lord and opposes Frampt’s allegiance to Gwyn. Guides the player towards rejecting the Age of Fire and embracing the Dark Soul."
laurentius,,character,773,
big hat logan,logan,character,774,"Great sorcerer obsessed with knowledge; A powerful and curious sorcerer who developed advanced spells like Homing Soulmass and Soul Spear. Obsessed with Seath's knowledge.; strengthened his catalyst into Logan's Catalyst; Famed antisocial sorcerer. Known for his gigantic hat and disregard for appearance. Studied at Dragon School.; Respected sorcerer and mentor to Griggs, said to be in the Archives.; A powerful sorcerer who teaches spells; obsessed with knowledge. Imprisoned twice and seeks Seath's immortality secret. His behavior deteriorates with time.; Mentioned by Rickert as a notable member of the Dragon School who turned Undead a hundred years ago."
nest,,character,775,"A mysterious disembodied voice demanding 'warm and soft' items, often interpreted to be a crow or unseen creature in the Nest that trades with the player."
nico,,character,776,Speaks fragmented and unclear lines; appears to be one of the silent clerics accompanying Reah of Thorolund.; One of Reah's former escorts who went Hollow due to deception by Patches.
oscar,,character,777,An Undead knight who gives the player the Estus Flask and the initial quest directive. He believes in the prophecy and hopes the player fulfills it.
oswald,,character,778,"A pardoner from Carim who handles sins, confessions, and Indictments. He has knowledge of Petrus and views sin as inevitable."
palespider,,character,779,A sickly sister of Quelaag who tends to the Chaos Servant Covenant. She refers to Quelaag affectionately and suffers due to the corruption within her.
patches,trusty patches,character,780,"Mentioned by Lautrec as someone he despises; known for deceitful behavior across Souls games.; A deceptive rogue who feigns friendliness but lures the player into traps. Later becomes amicable, often using charm and manipulation to earn forgiveness.; Self-proclaimed as 'Trusty Patches', a manipulative Undead outcast known for luring others into traps, especially targeting clerics. Identifies himself as a merchant and scavenger with a mischievous tone.; Described by Reah as the one who deceived her escorts Vince and Nico, causing their Hollowing."
petrus,,character,781,
quelana of izalith,quelana,character,782,"Founder of pyromancy; Witch and founder of pyromancy. One of the Daughters of Chaos. Lived before the Age of Fire.; A primal pyromancer who taught powerful fire-based spells like Firestorm, Fire Tempest, and Fire Whip.; linked to the advanced Pyromancy Flame; A rumored inhuman witch wandering the Poison Swamp, possibly another sister of Quelaag and the Fair Lady."
reah of thorolund,reah,character,783,"Youngest daughter of the house of Thorolund. Described as pure, on an Undead mission accompanied by knights. Protected by Petrus, who expresses guilt and disdain about her fate."
rickert,,character,784,
shiva of the east,shiva,character,785,"A warrior from the East and member of Alvina’s clan, suspected of hiding something.; Owner of Iron Round Shield; collector of rare items (Item ID 1148); Captain of the clan brigade from the East, instructs the player in hunting basics and mentions Alvina."
sieglinde of catarina,sieglinde,character,786,Rescued by the player and expresses gratitude; seeks her father and mentions her mother’s last words.
siegmeyer of catarina,siegmeyer,character,787,"Father of Sieglinde, referenced throughout her dialogue. Ultimately goes Hollow and is subdued.; Knight from Catarina, known for his round armor and ponderous nature; shares multiple moments of camaraderie and gratitude with the player.; Knight of Catarina known for his bravery and honor; references a character named 'Lin' who may be his daughter."
undeadman,,character,788,"Sells items for souls; accompanied by Yulia; remarks on local dangers like goat demon, bull demon, and drake."
undeadwoman,,character,789,Trades moss for souls; comments on conditions of the land and provides advice about Undead Burg.; An erratic Undead woman who displays paranoia and emotional instability; possibly teetering on the edge of Hollowing.
vamos,,character,790,"Skeleton blacksmith of the Catacombs; reclusive but skilled in forging strike weapons.; A skeletal blacksmith dwelling in the Catacombs, associated with the Royal Helm. Believed to be from a royal lineage.; A blacksmith who resides in the Catacombs. Focused on smithing and uninterested in idle talk. Can use embers to craft powerful weapons."
vince,,character,791,One of Reah's former escorts who went Hollow due to deception by Patches.
alvina,,character,792,A white cat from the early Age of Fire. Speaks human tongue. Trusted friend of Knight Artorias and Great Wolf Sif.; Referenced by Shiva as an authority who punishes betrayal within the clan.; Leader of the Forest Hunter covenant who warns against disturbing the grave of Artorias.
anastacia,,character,793,A mute Fire Keeper who regains her voice and speaks of duty and impurity.
andre of astora,andre,character,794,"Skilled blacksmith who aids the Chosen Undead; found at the Old Church; crafts with precision.; Blacksmith located in the Old Church, skilled at weapon forging.; A blacksmith in the Undead Parish who gives detailed advice on weapon and armor forging.; A blacksmith from Astora with deep knowledge of embers and weapon forging. Requests rare embers to craft divine and powerful weapons."
knights of carim,carim knights,faction,795,Famous for fighting without a shield
carim,,location,796,A distant land known for sinister rites and cursed artifacts.; Origin of snipers who use specialized crossbows.
ghosts of new londo,new londo ghosts,creature,797,Can be harmed by cursed weapons
cursed weapons,,concept,798,Can damage ghosts
lowly thieves,thieves,archetype,799,Known for critical attacks
bandits,,archetype,800,Prefer slicing weapons
dragon crossbreed,,concept,801,Refers to Priscilla’s hybrid nature
white-robed painting guardians,painting guardians,faction,802,Dance-like fighting style; Ancient order protecting the Great Paintings in Anor Londo. Tradition passed through generations.
knight king rendal,rendal,character,803,Ruler of the ancient kingdom of Balder; Former ruler of Balder; associated with the Balder Shield; A legendary knight from Balder mentioned in the item descriptions.; Legendary warrior known for facing a giant drake. Wielder of the Ring of Steel Protection.; Listed among those who failed to reach Anor Londo.
undead,,creature,804,"Associated with the fall of Balder; Beings that fear flame and can be charmed by certain pyromancies like Undead Rapport.; Cursed beings capable of resurrection; marked by the Darksign.; Souls of Undead who have gone Hollow, continuing to seek souls.; Beings cursed with the Darksign who cannot die permanently."
hollowed,,creature,805,Wield broken weapons
ancient kingdom of balder,balder,location,806,"Ruined by the Undead; Ancient kingdom ruled by Knight King Rendal; fell to Undead outbreak; An ancient kingdom and homeland of Knight King Rendal, now ruined by the Undead curse."
lifehunt,,power,807,Power wielded by Priscilla
astora,,location,808,"Mentioned as origin of high-ranked knights and associated with enchanted shields (Item ID 1145); Mentioned as origin of high-ranked knights and associated with enchanted shields (Item ID 1146); Mentioned as origin of high-ranked knights and associated with enchanted shields (Item ID 1152); Region associated with elite knights. Known for heraldic blue surcoats and Undead missions.; Region associated with blacksmiths handling weapon embers.; Homeland of Anastacia and Andre, associated with several devout characters."
undead asylum,,location,809,"Prison-like starting zone for the Chosen Undead; site of discarded relics.; Northern prison for the Undead.; Starting prison for the Undead, considered worse than Lordran."
darkwraiths,,faction,810,Servants of the Four Kings; corrupted knights who draw power from the Abyss.; Followers of Kaathe; drain humanity using power of the dark soul; corrupted knights.; Abyss-corrupted beings; sealed away in New Londo; Former knights of New Londo who descended into the Dark. Known for Lifedrain and fused skeletal masks.; Followers of Dark sealed with the Four Kings.; Enemies of man born in New Londo; servants of the Abyss.
knight of thorns,,faction,811,
silver knights,silver knight,faction,812,Elite knights who guard Anor Londo with swift and deadly attacks.; Elite warriors who serve Anor Londo; wield swords and spears with ritual precision.; Defenders of Anor Londo and an illusory goddess; their shields offer divine protection (Item ID 1153); Knights who remained in Anor Londo to serve the goddess after Lord Gwyn departed to link the Fire.
